target,mean,scale
Ang_G1,163.29062564836823,133.34153757156784
Ang_G2,1125.1930005200804,1088.705213276535
Ang_G3,1049.558749429177,1114.5879108278752
Spd_G1,0.007638335194250493,0.0070157561163564815
Spd_G2,0.0682986972323754,0.056177257445741285
Spd_G3,0.06324482525475769,0.05830984963333396
