feature,mean,scale
Ang_G1,345.1888179659593,450.6783579881686
Ang_G2,2087.229742670396,3197.1935788464184
Ang_G3,1869.2324227386773,3107.571360532499
Spd_G1,0.009453661913440124,0.012303414895237596
Spd_G2,0.06927947939788016,0.0869231652028226
Spd_G3,0.06166317502019102,0.08518029794032501
Pe_G1,0.5999172988652417,1.5853710637581302
Pe_G2,1.2153330005310412,1.328278555969442
Pe_G3,0.6837248233187425,0.9361438639656542
